trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.95, 'e': 0.9833021775801796}",20,11,-53.365592976906626,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
184,False,"{'a': 0.95, 'e': 0.9831197056650174}",20,0,-8.334569862043331,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.95, 'e': 0.9829362506302315}",25,0,-108.08488441247911,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
186,False,"{'a': 0.95, 'e': 0.9827518126592768}",30,0,-80.13537790548584,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
187,False,"{'a': 0.95, 'e': 0.9825663919365915}",25,5,-76.87602702541804,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
188,False,"{'a': 0.95, 'e': 0.9823799886475959}",25,0,-255.45811778391567,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 5}",0
189,False,"{'a': 0.95, 'e': 0.9821926029786937}",20,0,-131.02372780143472,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
190,False,"{'a': 0.95, 'e': 0.9820042351172703}",20,0,-68.11679123913396,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.95, 'e': 0.9818148852516937}",25,0,-131.40101801563017,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
192,False,"{'a': 0.95, 'e': 0.9816245535713135}",20,0,-67.47971139971769,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
193,False,"{'a': 0.95, 'e': 0.9814332402664617}",20,0,-67.22493712322843,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
194,False,"{'a': 0.95, 'e': 0.9812409455284513}",30,0,-237.3679746045516,"{0: 16, 1: 1, 2: 9, 3: 0, 4: 4}",0
195,False,"{'a': 0.95, 'e': 0.9810476695495772}",25,0,-252.0318694957265,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 5}",0
196,False,"{'a': 0.95, 'e': 0.9808534125231153}",25,0,-72.30500690358106,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
197,False,"{'a': 0.95, 'e': 0.9806581746433227}",25,0,-136.5761130039972,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
198,False,"{'a': 0.95, 'e': 0.9804619561054371}",20,0,-143.77022449055775,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
199,False,"{'a': 0.95, 'e': 0.9802647571056771}",30,0,-161.9366228300584,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
200,False,"{'a': 0.95, 'e': 0.9800665778412416}",30,6,-112.0394640952363,"{0: 12, 1: 7, 2: 3, 3: 1, 4: 1}",1
201,False,"{'a': 0.95, 'e': 0.97986741851031}",25,0,-84.42453992177262,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
202,False,"{'a': 0.95, 'e': 0.9796672793120416}",30,0,-81.20038672054635,"{0: 19, 1: 7, 2: 3, 3: 0, 4: 1}",0
203,False,"{'a': 0.95, 'e': 0.9794661604465754}",25,0,-14.931137434008301,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
204,False,"{'a': 0.95, 'e': 0.9792640621150305}",25,0,-159.80749890877948,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
205,False,"{'a': 0.95, 'e': 0.9790609845195051}",25,0,-168.09988382155774,"{0: 12, 1: 7, 2: 3, 3: 0, 4: 3}",0
206,False,"{'a': 0.95, 'e': 0.9788569278630767}",20,0,-119.81206363487848,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
207,False,"{'a': 0.95, 'e': 0.978651892349802}",20,0,-122.66013001709314,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
208,False,"{'a': 0.95, 'e': 0.9784458781847165}",25,0,-86.01661057935961,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
209,False,"{'a': 0.95, 'e': 0.9782388855738344}",20,0,-96.60082992366041,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
210,False,"{'a': 0.95, 'e': 0.9780309147241483}",25,0,-106.33595972182404,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
211,False,"{'a': 0.95, 'e': 0.9778219658436289}",20,0,-56.8830890052684,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
212,False,"{'a': 0.95, 'e': 0.9776120391412251}",20,0,-203.9849139678203,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
213,False,"{'a': 0.95, 'e': 0.9774011348268636}",20,0,-55.370797819171315,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
214,False,"{'a': 0.95, 'e': 0.9771892531114489}",25,18,-9.023951060340197,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.95, 'e': 0.9769763942068623}",25,0,-55.914071141246644,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
216,False,"{'a': 0.95, 'e': 0.9767625583259631}",20,0,-99.5432354174276,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
217,False,"{'a': 0.95, 'e': 0.976547745682587}",30,0,-155.97255717181463,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
218,False,"{'a': 0.95, 'e': 0.9763319564915464}",25,14,-53.376291700250896,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
219,False,"{'a': 0.95, 'e': 0.9761151909686308}",25,0,-125.62909017303957,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
220,False,"{'a': 0.95, 'e': 0.9758974493306055}",25,0,-39.20285832528004,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
221,False,"{'a': 0.95, 'e': 0.9756787317952123}",20,0,-70.59605044993191,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
222,False,"{'a': 0.95, 'e': 0.9754590385811684}",25,0,-216.66703164286548,"{0: 12, 1: 4, 2: 3, 3: 3, 4: 3}",0
223,False,"{'a': 0.95, 'e': 0.9752383699081674}",35,16,-74.09971436295575,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
224,False,"{'a': 0.95, 'e': 0.9750167259968777}",20,0,-51.67137664885918,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
225,False,"{'a': 0.95, 'e': 0.9747941070689433}",20,0,-55.06377935697485,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
226,False,"{'a': 0.95, 'e': 0.974570513346983}",25,0,-168.09386792184426,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
227,False,"{'a': 0.95, 'e': 0.9743459450545906}",20,0,-153.44805710760124,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
228,False,"{'a': 0.95, 'e': 0.9741204024163344}",25,0,-128.9893384230433,"{0: 14, 1: 5, 2: 2, 3: 3, 4: 1}",0
229,False,"{'a': 0.95, 'e': 0.9738938856577568}",20,0,-56.62110268172754,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
230,False,"{'a': 0.95, 'e': 0.9736663950053749}",25,0,-165.31452555042972,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
231,False,"{'a': 0.95, 'e': 0.9734379306866789}",35,0,-261.69899344612475,"{0: 19, 1: 5, 2: 4, 3: 3, 4: 4}",0
232,False,"{'a': 0.95, 'e': 0.9732084929301336}",25,0,-154.0691889511514,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
233,False,"{'a': 0.95, 'e': 0.9729780819651762}",25,0,-203.69848664408147,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
234,False,"{'a': 0.95, 'e': 0.9727466980222181}",25,0,-96.98570916498012,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
235,False,"{'a': 0.95, 'e': 0.972514341332643}",20,0,-108.2549349697498,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
236,False,"{'a': 0.95, 'e': 0.9722810121288076}",30,0,-127.2743692075022,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
237,False,"{'a': 0.95, 'e': 0.9720467106440411}",35,0,-111.48215652149356,"{0: 22, 1: 5, 2: 7, 3: 0, 4: 1}",0
238,False,"{'a': 0.95, 'e': 0.971811437112645}",20,0,-30.810560926670515,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
239,False,"{'a': 0.95, 'e': 0.9715751917698927}",25,0,-174.9957274318362,"{0: 11, 1: 2, 2: 10, 3: 0, 4: 2}",0
240,False,"{'a': 0.95, 'e': 0.9713379748520297}",35,0,-73.26007490355849,"{0: 24, 1: 2, 2: 9, 3: 0, 4: 0}",0
241,False,"{'a': 0.95, 'e': 0.9710997865962726}",25,0,-81.14033307022315,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
242,False,"{'a': 0.95, 'e': 0.97086062724081}",25,17,-46.4366620540754,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
243,False,"{'a': 0.95, 'e': 0.970620497024801}",35,0,-317.4473824782587,"{0: 19, 1: 0, 2: 8, 3: 3, 4: 5}",0
244,False,"{'a': 0.95, 'e': 0.9703793961883759}",20,0,-140.35762115707772,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
245,False,"{'a': 0.95, 'e': 0.9701373249726354}",25,0,-44.22558992658051,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
246,False,"{'a': 0.95, 'e': 0.9698942836196508}",20,0,-30.002399079774314,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
247,False,"{'a': 0.95, 'e': 0.9696502723724634}",20,0,-103.48111116863058,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
248,False,"{'a': 0.95, 'e': 0.9694052914750845}",20,0,-69.92291519726228,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 0.95, 'e': 0.9691593411724948}",30,0,-244.16576480781825,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 4}",0
250,False,"{'a': 0.95, 'e': 0.9689124217106447}",25,0,-97.28612592947115,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
251,False,"{'a': 0.95, 'e': 0.9686645333364537}",20,0,-64.43046410203111,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
252,False,"{'a': 0.95, 'e': 0.9684156762978101}",30,0,-132.81793367082318,"{0: 14, 1: 9, 2: 6, 3: 0, 4: 1}",0
253,False,"{'a': 0.95, 'e': 0.9681658508435709}",25,0,-135.28226591544694,"{0: 12, 1: 2, 2: 8, 3: 3, 4: 0}",0
254,False,"{'a': 0.95, 'e': 0.9679150572235615}",25,0,-130.87733184909578,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
255,False,"{'a': 0.95, 'e': 0.9676632956885756}",20,0,-58.834661820195116,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
256,False,"{'a': 0.95, 'e': 0.9674105664903746}",20,0,-220.10601654617594,"{0: 8, 1: 4, 2: 3, 3: 1, 4: 4}",0
257,False,"{'a': 0.95, 'e': 0.9671568698816877}",25,0,-109.4764131386973,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
258,False,"{'a': 0.95, 'e': 0.9669022061162116}",20,0,-119.96751148164891,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
259,False,"{'a': 0.95, 'e': 0.9666465754486098}",20,0,-190.9301478828287,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
260,False,"{'a': 0.95, 'e': 0.9663899781345132}",20,0,-89.0820906750433,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
261,False,"{'a': 0.95, 'e': 0.966132414430519}",25,0,-134.0250103953828,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 0}",0
262,False,"{'a': 0.95, 'e': 0.9658738845941909}",20,0,-183.54775389802904,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
263,False,"{'a': 0.95, 'e': 0.9656143888840587}",20,0,-158.62508579015747,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
264,False,"{'a': 0.95, 'e': 0.965353927559618}",25,0,-145.0981196727879,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
265,False,"{'a': 0.95, 'e': 0.9650925008813303}",20,0,-80.42846460911514,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
266,False,"{'a': 0.95, 'e': 0.9648301091106221}",20,0,-152.68358080418022,"{0: 11, 1: 4, 2: 1, 3: 1, 4: 3}",0
267,False,"{'a': 0.95, 'e': 0.9645667525098851}",20,0,-156.9274243916355,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
268,False,"{'a': 0.95, 'e': 0.9643024313424761}",30,14,-108.41947833706368,"{0: 8, 1: 0, 2: 6, 3: 1, 4: 1}",1
269,False,"{'a': 0.95, 'e': 0.964037145872716}",20,0,-93.87222463421523,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
270,False,"{'a': 0.95, 'e': 0.9637708963658905}",25,0,-201.3436535391674,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
271,False,"{'a': 0.95, 'e': 0.9635036830882489}",20,0,-194.1856932858614,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
272,False,"{'a': 0.95, 'e': 0.9632355063070045}",35,0,-250.06195257858957,"{0: 19, 1: 1, 2: 11, 3: 0, 4: 4}",0
273,False,"{'a': 0.95, 'e': 0.962966366290334}",20,0,-189.64251807441158,"{0: 7, 1: 3, 2: 6, 3: 2, 4: 2}",0
274,False,"{'a': 0.95, 'e': 0.9626962633073776}",20,0,-47.45128341607301,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
275,False,"{'a': 0.95, 'e': 0.962425197628238}",25,15,-31.6718537350287,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
276,False,"{'a': 0.95, 'e': 0.9621531695239809}",30,0,-143.98222741011045,"{0: 17, 1: 1, 2: 10, 3: 1, 4: 1}",0
277,False,"{'a': 0.95, 'e': 0.9618801792666346}",20,0,-29.407236468270096,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
278,False,"{'a': 0.95, 'e': 0.9616062271291891}",20,0,-125.86302530219956,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
279,False,"{'a': 0.95, 'e': 0.9613313133855966}",20,0,-112.65848883584914,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
280,False,"{'a': 0.95, 'e': 0.9610554383107709}",20,0,-179.8181110441675,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 4}",0
281,False,"{'a': 0.95, 'e': 0.960778602180587}",30,10,-196.15362544209745,"{0: 8, 1: 2, 2: 5, 3: 3, 4: 2}",1
282,False,"{'a': 0.95, 'e': 0.9605008052718809}",20,0,-72.97156741251253,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
283,False,"{'a': 0.95, 'e': 0.9602220478624496}",30,0,-124.18677132042664,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
284,False,"{'a': 0.95, 'e': 0.9599423302310505}",20,0,-228.1301112843017,"{0: 7, 1: 1, 2: 7, 3: 2, 4: 3}",0
285,False,"{'a': 0.95, 'e': 0.9596616526574011}",20,0,-108.47899064160531,"{0: 9, 1: 0, 2: 10, 3: 1, 4: 0}",0
286,False,"{'a': 0.95, 'e': 0.959380015422179}",20,0,-136.11267384118113,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
287,False,"{'a': 0.95, 'e': 0.9590974188070215}",30,0,-180.1390138195374,"{0: 17, 1: 4, 2: 4, 3: 3, 4: 2}",0
288,False,"{'a': 0.95, 'e': 0.9588138630945251}",25,0,-40.68647459043707,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
289,False,"{'a': 0.95, 'e': 0.9585293485682455}",25,0,-256.31394619797794,"{0: 10, 1: 3, 2: 6, 3: 2, 4: 4}",0
290,False,"{'a': 0.95, 'e': 0.9582438755126972}",25,0,-221.7063433081281,"{0: 13, 1: 0, 2: 7, 3: 2, 4: 3}",0
291,False,"{'a': 0.95, 'e': 0.9579574442133532}",20,12,-6.356047206948965,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.95, 'e': 0.9576700549566448}",25,0,-109.76643215403617,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 1}",0
293,False,"{'a': 0.95, 'e': 0.9573817080299614}",20,5,-30.443837742683566,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
294,False,"{'a': 0.95, 'e': 0.9570924037216496}",20,3,-41.22564055625006,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
295,False,"{'a': 0.95, 'e': 0.9568021423210139}",25,0,-131.0648846991409,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
296,False,"{'a': 0.95, 'e': 0.9565109241183156}",20,14,0.6707867634720415,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.95, 'e': 0.9562187494047729}",25,0,-147.84265090083483,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
298,False,"{'a': 0.95, 'e': 0.9559256184725605}",20,0,-120.1718342771358,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
299,False,"{'a': 0.95, 'e': 0.9556315316148092}",30,0,-247.58756777508046,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 4}",0
300,False,"{'a': 0.95, 'e': 0.955336489125606}",25,0,-47.10769926520983,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
301,False,"{'a': 0.95, 'e': 0.9550404912999932}",25,0,-182.94577668603657,"{0: 11, 1: 5, 2: 5, 3: 2, 4: 2}",0
302,False,"{'a': 0.95, 'e': 0.9547435384339689}",20,0,-66.26112277119357,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
303,False,"{'a': 0.95, 'e': 0.9544456308244855}",20,0,-122.186719964704,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
304,False,"{'a': 0.95, 'e': 0.9541467687694509}",20,0,-80.5477700761964,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
305,False,"{'a': 0.95, 'e': 0.9538469525677271}",30,0,-213.7675209194637,"{0: 13, 1: 3, 2: 11, 3: 1, 4: 2}",0
306,False,"{'a': 0.95, 'e': 0.9535461825191301}",25,0,-106.02748115037778,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
307,False,"{'a': 0.95, 'e': 0.9532444589244301}",20,0,-47.942755812748175,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
308,False,"{'a': 0.95, 'e': 0.9529417820853506}",25,0,-118.04540691953875,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
309,False,"{'a': 0.95, 'e': 0.9526381523045685}",20,0,-114.99395163142835,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
310,False,"{'a': 0.95, 'e': 0.9523335698857134}",25,0,-42.75114650066368,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
311,False,"{'a': 0.95, 'e': 0.9520280351333678}",20,0,-108.87632775879246,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
312,False,"{'a': 0.95, 'e': 0.9517215483530664}",30,19,-37.85403895974251,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.95, 'e': 0.9514141098512959}",30,0,-121.17165818000579,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
314,False,"{'a': 0.95, 'e': 0.951105719935495}",20,0,-161.19686511137502,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
315,False,"{'a': 0.95, 'e': 0.9507963789140532}",20,0,-60.09231564819963,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
316,False,"{'a': 0.95, 'e': 0.9504860870963119}",30,0,-263.11287051785774,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 5}",0
317,False,"{'a': 0.95, 'e': 0.9501748447925626}",25,0,-58.56503210642388,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
318,False,"{'a': 0.95, 'e': 0.9498626523140478}",20,0,-165.01991441123005,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
319,False,"{'a': 0.95, 'e': 0.9495495099729597}",25,0,-79.83918798138072,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
320,False,"{'a': 0.95, 'e': 0.9492354180824408}",20,8,-42.45890025836362,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 0}",1
321,False,"{'a': 0.95, 'e': 0.948920376956583}",20,0,-80.31305659278148,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
322,False,"{'a': 0.95, 'e': 0.9486043869104273}",25,6,-146.12304090046166,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 2}",1
323,False,"{'a': 0.95, 'e': 0.9482874482599637}",30,0,-255.42391598710276,"{0: 12, 1: 1, 2: 10, 3: 6, 4: 1}",0
324,False,"{'a': 0.95, 'e': 0.9479695613221308}",30,0,-177.1212942558062,"{0: 17, 1: 5, 2: 3, 3: 3, 4: 2}",0
325,False,"{'a': 0.95, 'e': 0.9476507264148157}",25,0,-75.2910102656691,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
326,False,"{'a': 0.95, 'e': 0.9473309438568531}",20,0,-90.464648635707,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
327,False,"{'a': 0.95, 'e': 0.9470102139680256}",25,0,-22.365868025268064,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.95, 'e': 0.9466885370690631}",20,0,-51.98054342316371,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
329,False,"{'a': 0.95, 'e': 0.9463659134816423}",20,0,-177.0144655279103,"{0: 8, 1: 5, 2: 4, 3: 0, 4: 3}",0
330,False,"{'a': 0.95, 'e': 0.946042343528387}",20,0,-87.82465584313903,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
331,False,"{'a': 0.95, 'e': 0.9457178275328669}",30,0,-131.82788186778123,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
332,False,"{'a': 0.95, 'e': 0.9453923658195982}",25,0,-93.49749250581729,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
333,False,"{'a': 0.95, 'e': 0.9450659587140423}",20,0,-84.8364857913798,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
334,False,"{'a': 0.95, 'e': 0.9447386065426066}",30,0,-215.2292556494111,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
335,False,"{'a': 0.95, 'e': 0.944410309632643}",25,1,-63.3786042964572,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 0}",1
336,False,"{'a': 0.95, 'e': 0.9440810683124485}",20,0,-38.989050506388125,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
337,False,"{'a': 0.95, 'e': 0.9437508829112643}",20,0,-39.98371636529242,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
338,False,"{'a': 0.95, 'e': 0.9434197537592759}",20,0,-73.9832853235568,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
339,False,"{'a': 0.95, 'e': 0.9430876811876123}",20,0,-84.20071209719487,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
340,False,"{'a': 0.95, 'e': 0.9427546655283462}",25,0,-103.75951470879204,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 0}",0
341,False,"{'a': 0.95, 'e': 0.9424207071144931}",25,0,-86.99935133308162,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
342,False,"{'a': 0.95, 'e': 0.9420858062800114}",20,0,-93.77526348935388,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
343,False,"{'a': 0.95, 'e': 0.9417499633598019}",30,0,-178.58628726887872,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
344,False,"{'a': 0.95, 'e': 0.9414131786897075}",20,0,-63.23055020416505,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
345,False,"{'a': 0.95, 'e': 0.941075452606513}",25,0,-159.38503180012498,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
346,False,"{'a': 0.95, 'e': 0.9407367854479443}",25,3,-145.89550178477003,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 2}",1
347,False,"{'a': 0.95, 'e': 0.9403971775526684}",20,0,-155.4523913217265,"{0: 10, 1: 4, 2: 1, 3: 3, 4: 2}",0
348,False,"{'a': 0.95, 'e': 0.9400566292602934}",20,0,-142.1809487347475,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
349,False,"{'a': 0.95, 'e': 0.9397151409113674}",25,0,-54.00125296959682,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
350,False,"{'a': 0.95, 'e': 0.9393727128473789}",25,0,-132.22354771999002,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
351,False,"{'a': 0.95, 'e': 0.9390293454107558}",25,0,-72.78847379791038,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
352,False,"{'a': 0.95, 'e': 0.9386850389448655}",20,0,-122.45627230058658,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
353,False,"{'a': 0.95, 'e': 0.9383397937940146}",25,12,-44.74111506414524,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
354,False,"{'a': 0.95, 'e': 0.937993610303448}",25,0,-106.3182731528668,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
355,False,"{'a': 0.95, 'e': 0.9376464888193493}",20,0,-70.49300910558178,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
356,False,"{'a': 0.95, 'e': 0.9372984296888399}",20,12,-22.07192604590397,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
357,False,"{'a': 0.95, 'e': 0.9369494332599789}",25,0,-79.98679528422369,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
358,False,"{'a': 0.95, 'e': 0.9365994998817627}",20,0,-144.17146634703474,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
359,False,"{'a': 0.95, 'e': 0.9362486299041247}",20,0,-111.76663195122352,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
360,False,"{'a': 0.95, 'e': 0.9358968236779348}",30,0,-101.55257261543296,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
361,False,"{'a': 0.95, 'e': 0.9355440815549994}",20,0,-56.85889917677571,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
362,False,"{'a': 0.95, 'e': 0.9351904038880602}",20,0,-81.15402462466679,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
363,False,"{'a': 0.95, 'e': 0.9348357910307951}",20,5,-65.35643029859703,"{0: 7, 1: 1, 2: 7, 3: 0, 4: 0}",1
364,False,"{'a': 0.95, 'e': 0.9344802433378168}",20,0,-168.0577556480162,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
365,False,"{'a': 0.95, 'e': 0.9341237611646731}",30,0,-224.03441029460495,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
366,False,"{'a': 0.95, 'e': 0.933766344867846}",25,0,-143.82468838764072,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
